POSTCODE,LAT,LNG
3011,-37.8071,144.90795
3012,-37.80714,144.86116
3013,-37.81418,144.88869
3015,-37.83824,144.88056
3016,-37.86374,144.88846
3018,-37.86172,144.81274
3019,-37.78468,144.85401
3020,-37.78138,144.82617
3021,-37.74336,144.79669
3022,-37.79594,144.79396
3023,-37.7755,144.7685
3024,-37.8634,144.58016
3025,-37.83556,144.8397
3026,-37.87308,144.70854
3027,-37.90895,144.75044
3028,-37.87507,144.77716
3029,-37.83716,144.70583
3030,-37.91624,144.64209
3031,-37.79119,144.9234
3032,-37.77449,144.89722
3033,-37.74107,144.85764
3034,-37.76123,144.86194
3036,-37.70532,144.82246
3037,-37.71558,144.78047
3038,-37.70045,144.76687
3039,-37.76618,144.92299
3040,-37.75185,144.90256
3041,-37.73146,144.90482
3042,-37.73047,144.87123
3043,-37.69192,144.88837
3044,-37.73114,144.93636
3045,-37.67474,144.8362
3046,-37.70658,144.92797
3047,-37.68111,144.93025
3048,-37.65392,144.92361
3049,-37.67318,144.88849
3050,-37.79892,144.95617
3051,-37.8006,144.94356
3052,-37.789,144.9489
3053,-37.80357,144.96611
3054,-37.78697,144.96724
3055,-37.76358,144.94222
3056,-37.76629,144.96011
3057,-37.77075,144.9783
3058,-37.7399,144.96452
3059,-37.63989,144.87963
3060,-37.70733,144.96787
3061,-37.66627,144.95676
3062,-37.63299,144.93256
3063,-37.59501,144.85608
3064,-37.54652,144.9422
3065,-37.80261,144.97779
3066,-37.80485,144.98691
3067,-37.80351,144.9982
3068,-37.79097,144.98622
3070,-37.77406,144.99974
3071,-37.75943,145.00701
3072,-37.74247,145.0057
3073,-37.71247,145.00596
3074,-37.68468,145.00664
3075,-37.66607,145.00268
3076,-37.6436,145.02214
3078,-37.7783,145.02585
3079,-37.77267,145.04857
3081,-37.74301,145.0464
3082,-37.66486,145.06566
3083,-37.70135,145.05622
3084,-37.74441,145.08268
3085,-37.7244,145.06988
3086,-37.72133,145.04701
3087,-37.71179,145.08243
3088,-37.69751,145.11362
3089,-37.66771,145.15037
3090,-37.66841,145.1078
3091,-37.63748,145.13669
3093,-37.73919,145.11521
3094,-37.71976,145.12473
3095,-37.7133,145.15858
3096,-37.67085,145.18583
3097,-37.69525,145.2242
3099,-37.5921,145.19285
3101,-37.8074,145.03657
3102,-37.7938,145.05219
3103,-37.80947,145.07004
3104,-37.79369,145.08171
3105,-37.77248,145.08481
3106,-37.75834,145.14267
3107,-37.76523,145.11068
3108,-37.78643,145.1258
3109,-37.78479,145.16165
3111,-37.79405,145.18633
3113,-37.75212,145.20469
3114,-37.7786,145.2126
3115,-37.73673,145.26759
3116,-37.73763,145.31309
3121,-37.82375,145.00245
3122,-37.82272,145.0306
3123,-37.82975,145.04942
3124,-37.84087,145.06819
3125,-37.85131,145.101
3126,-37.8272,145.07575
3127,-37.82517,145.09724
3128,-37.82887,145.12239
3129,-37.80696,145.12508
3130,-37.81805,145.14965
3131,-37.8178,145.17449
3132,-37.81922,145.19669
3133,-37.84879,145.1923
3134,-37.80148,145.23763
3135,-37.81959,145.24821
3136,-37.77988,145.2824
3137,-37.81936,145.31335
3138,-37.78391,145.32279
3139,-37.81451,145.53267
3140,-37.75915,145.36318
3141,-37.84068,144.99126
3142,-37.84411,145.01773
3143,-37.85892,145.01939
3144,-37.85744,145.03413
3145,-37.87356,145.04933
3146,-37.85712,145.05783
3147,-37.86786,145.09295
3148,-37.88032,145.09563
3149,-37.88075,145.12812
3150,-37.88944,145.17017
3151,-37.85523,145.15112
3152,-37.86495,145.2217
3153,-37.84512,145.27014
3154,-37.85601,145.31784
3155,-37.8618,145.28442
3156,-37.91793,145.29289
3158,-37.91008,145.32447
3159,-37.92189,145.3892
3160,-37.9351,145.35082
3161,-37.87373,145.01993
3162,-37.89214,145.02339
3163,-37.8965,145.05724
3164,-38.02243,145.23738
3165,-37.92237,145.05943
3166,-37.90281,145.08972
3167,-37.92334,145.08761
3168,-37.91342,145.12665
3169,-37.94515,145.11527
3170,-37.92095,145.16786
3171,-37.94461,145.15678
3172,-37.97598,145.13465
3173,-38.00677,145.16486
3174,-37.96622,145.17877
3175,-38.01611,145.2085
3176,-37.8992,145.23
3177,-37.99099,145.23746
3178,-37.92443,145.24159
3179,-37.89714,145.22263
3180,-37.89326,145.24673
3181,-37.85468,144.9955
3182,-37.86532,144.97948
3183,-37.86907,144.99903
3184,-37.88141,144.98403
3185,-37.89184,145.00257
3186,-37.91507,144.99633
3187,-37.92537,145.01359
3188,-37.93889,145.00724
3189,-37.94202,145.0478
3190,-37.95139,145.03815
3191,-37.95658,145.01347
3192,-37.96565,145.0623
3193,-37.9787,145.03156
3194,-37.98506,145.06736
3195,-38.00702,145.10411
3196,-38.04648,145.12276
3197,-38.07275,145.13411
3198,-38.10319,145.13781
3199,-38.16258,145.13596
3200,-38.12646,145.15757
3201,-38.09287,145.17791
3202,-37.96055,145.0927
3204,-37.91696,145.03678
3205,-37.83169,144.95818
3206,-37.84653,144.95086
3207,-37.83218,144.91804
3211,-37.94359,144.49848
3212,-38.03996,144.42267
3213,-38.02758,144.29169
3214,-38.08478,144.35238
3215,-38.111,144.33452
3216,-38.21591,144.334
3217,-38.16387,144.48211
3218,-38.12717,144.27462
3219,-38.17277,144.38953
3220,-38.15704,144.34652
3221,-38.18161,144.42742
3222,-38.21266,144.56281
3223,-38.14505,144.65679
3224,-38.19139,144.44361
3225,-38.27107,144.61419
3226,-38.26381,144.52376
3227,-38.26305,144.40814
3228,-38.30754,144.29998
3230,-38.40936,144.1764
3231,-38.46319,144.0871
3232,-38.54498,143.97017
3233,-38.67942,143.67178
3234,-38.64923,143.82577
3235,-38.41616,143.93814
3236,-38.5219,143.71238
3237,-38.71684,143.47439
3238,-38.78179,143.42998
3239,-38.56401,143.4481
3240,-38.263,144.17441
3241,-38.20363,143.89282
3242,-38.3467,143.74033
3243,-38.36403,143.82588
3249,-38.39088,143.56266
3250,-38.31151,143.58474
3251,-38.1534,143.63725
3254,-38.28964,143.52228
3260,-38.20958,143.24477
3264,-38.23244,142.88439
3265,-38.17824,142.95237
3266,-38.40709,143.13372
3267,-38.46665,143.06073
3268,-38.52974,142.90065
3269,-38.66064,143.17712
3270,-38.60212,142.87016
3271,-37.88855,142.98753
3272,-37.98219,142.85363
3273,-37.98125,142.66064
3274,-37.96078,142.47861
3275,-38.30179,142.45761
3276,-38.11737,142.44546
3277,-38.38983,142.66022
3278,-38.28735,142.58963
3279,-38.21455,142.65748
3280,-38.37884,142.48289
3281,-38.25445,142.63011
3282,-38.26818,142.35166
3283,-38.31343,142.32876
3284,-38.2704,142.11927
3285,-38.2902,142.05892
3286,-38.01307,141.95948
3287,-38.05987,142.31953
3289,-37.91294,142.22182
3292,-38.03887,141.05199
3293,-37.65595,142.52725
3294,-37.57398,142.31276
3300,-37.74316,142.01336
3301,-38.11886,142.03414
3302,-37.84798,141.70638
3303,-37.98087,141.78961
3304,-38.18208,141.95216
3305,-38.23548,141.43723
3309,-37.82644,141.51101
3310,-37.70789,141.54916
3311,-37.46816,141.22972
3312,-37.62911,141.36865
3314,-37.54709,142.00137
3315,-37.41754,141.67956
3317,-37.16667,141.45165
3318,-37.02532,141.26957
3319,-36.87396,141.05139
3321,-38.08776,143.88056
3322,-38.02133,143.7433
3323,-38.02631,143.52093
3324,-37.94194,143.37541
3325,-37.87745,143.18591
3328,-38.01866,144.04306
3329,-38.00398,143.86337
3330,-37.91844,143.75858
3331,-38.04919,144.19463
3332,-37.94445,144.09718
3333,-37.87179,144.04476
3334,-37.75803,144.08609
3335,-37.71631,144.66669
3336,-37.71901,144.69504
3337,-37.65629,144.56641
3338,-37.71316,144.5786
3340,-37.79123,144.38372
3341,-37.57371,144.30823
3342,-37.65146,144.2391
3345,-37.5878,144.12366
3350,-37.57117,143.86036
3351,-37.75825,143.63746
3352,-37.48409,143.66483
3353,-37.7778,144.83574
3354,-37.56092,143.86716
3355,-37.53028,143.82561
3356,-37.59228,143.82846
3357,-37.65395,143.88342
3358,-37.58013,143.7928
3360,-37.76926,143.52913
3361,-37.75264,143.37309
3363,-37.42557,143.90025
3364,-37.33424,143.91587
3370,-37.25861,143.83371
3371,-37.19491,143.64873
3373,-37.45779,143.34343
3374,-37.23152,142.95692
3375,-37.42429,143.14362
3377,-37.22128,142.96338
3378,-37.52879,142.9854
3379,-37.55989,142.53942
3380,-37.0666,142.77116
3381,-37.00465,142.70753
3384,-37.00118,143.08037
3385,-36.89372,142.61345
3387,-36.81326,142.87471
3388,-36.59786,142.69395
3390,-36.58374,142.48747
3391,-36.09213,142.44601
3392,-36.40075,142.67832
3393,-36.25773,142.38734
3395,-35.9073,142.48769
3396,-35.7157,142.32916
3399,-36.60852,142.35702
3400,-36.72525,142.20373
3401,-36.87623,141.98799
3402,-37.16418,142.6663
3407,-37.29806,141.94837
3409,-36.81741,141.80049
3412,-36.6588,141.36607
3413,-36.69933,141.20107
3414,-36.38863,142.09388
3415,-36.35246,141.3397
3418,-36.07414,141.53807
3419,-36.22601,141.10193
3420,-36.41273,141.01733
3423,-36.13191,141.94076
3424,-35.72779,141.93087
3427,-37.64346,144.70797
3428,-37.59107,144.81149
3429,-37.56762,144.72897
3430,-37.49406,144.80663
3431,-37.47455,144.69202
3432,-37.44846,144.79258
3433,-37.4133,144.75209
3434,-37.35388,144.7508
3435,-37.17945,144.74336
3437,-37.50162,144.51302
3438,-37.45753,144.60203
3440,-37.41338,144.54615
3441,-37.39922,144.60389
3442,-37.33066,144.54885
3444,-37.17179,144.54472
3446,-37.18483,144.37434
3447,-37.15774,144.32249
3448,-37.07536,144.38763
3450,-37.06164,144.2149
3451,-37.12534,144.21419
3453,-36.95036,144.28149
3458,-37.42412,144.33471
3460,-37.3517,144.14422
3461,-37.28785,144.17099
3462,-37.08356,144.05361
3463,-36.96268,144.05934
3464,-37.01981,143.84141
3465,-37.02148,143.61134
3467,-37.10599,143.41268
3468,-37.26148,143.37949
3469,-37.17296,143.28063
3472,-36.86495,143.65764
3475,-36.70633,143.51213
3477,-36.73225,143.1627
3478,-36.68855,143.2307
3480,-36.31069,142.9844
3482,-36.17028,142.76659
3483,-35.90177,142.8908
3485,-35.71153,142.67196
3487,-35.51563,142.61608
3488,-35.44739,142.4355
3489,-35.33248,142.4253
3490,-35.00537,142.07715
3491,-35.4341,142.21827
3494,-34.48641,142.34832
3496,-34.27179,141.71571
3498,-34.23839,142.17252
3500,-34.1931,142.15416
3501,-34.24328,142.1009
3502,-37.97289,145.25835
3505,-34.18053,142.00419
3506,-35.2042,141.38588
3507,-35.1206,142.03566
3509,-35.15503,141.68039
3512,-35.30166,141.08752
3515,-36.76866,144.06317
3516,-36.60762,144.04172
3517,-36.48312,143.88683
3518,-36.47494,143.58622
3520,-36.40577,143.81079
3521,-37.09007,144.91269
3522,-37.05786,144.73184
3523,-36.83746,144.76836
3525,-36.27263,143.33673
3527,-36.07612,143.27626
3529,-35.82426,143.23268
3530,-35.70689,143.13497
3531,-35.61641,142.94381
3533,-35.37992,142.78105
3537,-36.07934,143.74445
3540,-35.89277,143.45008
3542,-35.71377,143.39566
3544,-35.51465,143.19119
3546,-35.07621,142.84322
3549,-34.72699,142.81042
3550,-36.76427,144.28485
3551,-36.78316,144.46467
3552,-36.76427,144.2786
3554,-36.757,144.279
3555,-36.77723,144.24524
3556,-36.65642,144.17828
3557,-36.63511,144.57679
3558,-36.52036,144.64368
3559,-36.57852,144.81685
3561,-36.32812,144.71026
3562,-36.06254,144.46276
3563,-36.25625,144.51559
3564,-36.16985,144.71971
3565,-36.18234,144.51171
3566,-35.94575,144.38333
3567,-35.93167,144.26294
3568,-35.80946,144.18409
3570,-36.5153,144.28053
3571,-36.36819,144.20686
3572,-36.26664,144.25714
3573,-36.16486,144.29796
3575,-36.05573,144.15903
3576,-36.12803,143.91752
3579,-35.76323,143.76463
3580,-35.63976,144.09467
3581,-35.62833,143.78521
3583,-35.50964,143.66458
3584,-35.43103,143.63762
3585,-35.3443,143.32834
3586,-35.11402,143.79259
3588,-35.29429,143.47033
3589,-35.22844,143.44125
3590,-35.23571,143.49353
3591,-35.20221,143.39409
3594,-35.13815,143.34603
3595,-35.20275,143.35168
3596,-35.12381,143.32768
3597,-34.96536,143.18979
3599,-34.72974,143.14323
3607,-36.83971,145.17976
3608,-36.74071,145.09575
3610,-36.57763,145.22935
3612,-36.57129,145.03129
3614,-36.4814,145.28493
3616,-36.46719,145.13667
3617,-36.42382,145.17837
3618,-36.37708,145.12501
3619,-37.65957,144.9363
3620,-36.29713,145.08312
3621,-36.2185,144.96858
3622,-36.23196,144.87573
3623,-36.46138,144.97681
3624,-36.41019,144.96576
3629,-36.28731,145.26065
3630,-36.38085,145.40318
3631,-36.42869,145.52669
3632,-36.54446,145.60324
3633,-36.30794,145.46296
3634,-36.22419,145.44032
3635,-36.1426,145.30827
3636,-36.09388,145.47947
3637,-36.05069,145.32903
3638,-36.03202,145.24657
3639,-36.0213,145.04725
3640,-36.00978,145.48602
3641,-35.89718,145.42831
3643,-35.95536,145.63187
3644,-35.92592,145.64552
3646,-36.24713,145.7119
3647,-36.38533,145.70447
3649,-36.08266,145.68867
3658,-37.24163,145.108
3659,-37.11034,145.07088
3660,-37.03602,145.24019
3661,-38.19599,146.53535
3662,-36.93743,144.95443
3663,-36.91088,145.15886
3664,-36.91137,145.35083
3665,-36.84409,145.35763
3666,-36.78659,145.54831
3669,-36.61364,145.717
3670,-36.62375,145.85245
3671,-36.38514,145.42069
3672,-36.55494,145.97776
3673,-36.66993,146.06251
3675,-36.56508,146.26683
3676,-36.34125,146.33861
3677,-36.35802,146.33056
3678,-36.68892,146.48244
3682,-36.17427,146.42866
3683,-36.18079,146.60462
3685,-36.05215,146.47193
3687,-36.01877,146.41593
3688,-36.11919,146.71719
3689,-37.67576,144.98979
3690,-36.13572,146.86436
3691,-36.05163,147.75588
3694,-36.15068,146.91949
3695,-36.30429,147.12367
3697,-36.68753,147.17925
3698,-36.72203,147.14947
3699,-36.84171,147.31585
3700,-36.29884,147.33585
3701,-36.54887,147.41516
3704,-36.13261,147.49344
3705,-36.32288,147.76991
3707,-36.54541,148.03187
3708,-36.07093,147.94206
3709,-36.02406,147.69324
3711,-37.41047,145.68216
3712,-37.3209,145.83906
3713,-37.23033,145.89756
3714,-37.20128,145.7019
3715,-36.98575,145.73942
3717,-37.28661,145.43578
3718,-37.14407,145.54096
3719,-37.04122,145.60849
3720,-37.01724,145.8503
3722,-37.20263,146.25327
3723,-36.93505,146.25132
3724,-37.05311,146.07683
3725,-36.41436,145.93733
3726,-36.33225,145.96021
3727,-36.24244,145.95778
3728,-36.14892,145.95901
3730,-36.04972,145.95375
3732,-36.68681,146.31375
3733,-36.81209,146.31634
3735,-36.51571,146.60357
3736,-36.45514,146.47949
3737,-36.6318,146.84289
3738,-36.58792,146.75397
3739,-36.64102,146.86419
3740,-36.73169,146.83456
3741,-36.96232,147.06316
3744,-36.78848,146.95979
3746,-36.31396,146.51767
3747,-36.36106,146.72571
3749,-36.38886,146.85294
3750,-37.59608,145.00558
3751,-37.55465,145.0529
3752,-37.6191,145.07435
3753,-37.47647,144.95951
3754,-37.59355,145.11299
3755,-37.5639,145.14203
3756,-37.41233,144.95664
3757,-37.46978,145.18222
3758,-37.35465,145.05255
3759,-37.65038,145.24728
3760,-37.627,145.28834
3761,-37.58563,145.29238
3762,-37.35414,144.93671
3763,-37.52186,145.35338
3764,-37.26374,144.90064
3765,-37.81477,145.34662
3766,-37.81782,145.38495
3767,-37.83939,145.34751
3770,-37.70878,145.416
3775,-37.64285,145.36599
3777,-37.60609,145.5138
3778,-37.53749,145.62301
3779,-37.53927,145.78475
3781,-37.93847,145.48786
3782,-37.93807,145.43302
3783,-37.94738,145.59658
3785,-37.88514,145.31673
3786,-37.87819,145.33243
3787,-37.86679,145.35089
3788,-37.84804,145.37713
3789,-37.88977,145.35734
3791,-37.89692,145.37962
3792,-37.89424,145.40539
3793,-37.87453,145.42971
3795,-37.83666,145.43031
3796,-37.78698,145.38492
3797,-37.86781,145.78634
3799,-37.72757,145.81851
3800,-37.91054,145.13494
3802,-37.97176,145.2556
3803,-38.00944,145.26552
3804,-37.98006,145.32599
3805,-38.03703,145.3042
3806,-38.02502,145.34949
3807,-38.04832,145.37163
3808,-38.00252,145.42327
3809,-38.06909,145.40689
3810,-38.04658,145.47251
3812,-38.07014,145.5653
3813,-38.06425,145.63434
3814,-38.10718,145.66911
3815,-38.01378,145.72631
3816,-38.04354,145.78799
3818,-38.09629,145.86734
3820,-38.20748,145.92221
3821,-37.94499,145.94054
3822,-38.19438,145.9899
3823,-38.21038,146.06566
3824,-38.24565,146.16397
3825,-37.96467,146.35272
3831,-37.99326,146.01314
3832,-37.91994,145.94521
3833,-37.83951,146.03895
3835,-38.29064,146.17527
3840,-38.24522,146.42446
3841,-37.5832,147.463
3842,-38.31545,146.41436
3844,-38.33306,146.62334
3847,-38.19809,146.78343
3850,-38.22419,147.10618
3851,-38.04846,147.08497
3852,-38.10569,147.13672
3853,-38.09557,146.05995
3854,-38.12413,146.59688
3856,-38.06391,146.67221
3857,-38.01862,146.69489
3858,-37.66158,146.64366
3859,-37.88614,146.84826
3860,-37.6091,146.86826
3862,-37.58885,147.21183
3864,-37.86088,147.34151
3865,-37.79674,147.45595
3869,-38.36469,146.35984
3870,-38.44285,146.33077
3871,-38.42017,146.16073
3873,-38.29827,146.70878
3874,-38.51444,146.83625
3875,-37.79565,147.63201
3878,-37.89854,147.68012
3880,-37.91473,147.72739
3882,-37.81202,147.76439
3885,-37.27559,148.11564
3886,-37.77098,148.42685
3887,-37.75789,148.11664
3888,-37.36692,148.65953
3889,-37.61426,148.86656
3890,-37.56649,149.21722
3891,-37.56768,149.53891
3892,-37.56377,149.90987
3893,-37.49535,147.86607
3895,-37.38468,147.89333
3896,-37.26467,147.70796
3898,-37.05701,147.47641
3900,-36.88053,147.82614
3902,-37.79704,147.81489
3903,-37.8113,147.86753
3904,-37.88104,147.83937
3909,-37.82192,147.97024
3910,-38.15637,145.19833
3911,-38.19691,145.16956
3912,-38.21799,145.22737
3913,-38.26227,145.16643
3915,-38.30581,145.13662
3916,-38.4152,145.05059
3918,-38.33987,145.15555
3919,-38.35233,145.19978
3920,-38.38752,145.19304
3921,-38.41823,145.36763
3922,-38.48218,145.23197
3923,-38.46555,145.29363
3925,-38.52821,145.37968
3926,-38.35523,145.0945
3927,-38.38337,145.15327
3928,-38.40783,144.97513
3929,-38.46097,144.97667
3930,-38.19502,145.09374
3931,-38.23004,145.0495
3933,-38.26117,145.09699
3934,-38.2783,145.0316
3936,-38.32645,145.00763
3937,-38.37369,145.01994
3938,-38.35432,144.93183
3939,-38.42776,144.90041
3940,-38.3785,144.87426
3941,-38.39608,144.8272
3942,-38.36787,144.7683
3943,-38.34553,144.7391
3944,-38.32187,144.69271
3945,-38.38158,145.69705
3946,-38.44815,145.72354
3950,-38.43522,145.81295
3951,-38.47372,145.79842
3953,-38.45646,145.99686
3954,-38.55038,145.93797
3956,-38.64153,145.95283
3957,-38.5893,146.12672
3958,-38.67384,145.98706
3959,-38.73464,146.06653
3960,-39.14076,146.36041
3962,-38.59472,146.36394
3964,-38.68512,146.2788
3965,-38.69344,146.47213
3966,-38.63057,146.43658
3967,-38.64756,146.50793
3971,-38.63707,146.80245
3975,-38.05354,145.23111
3976,-38.044,145.2643
3977,-38.13177,145.26392
3978,-38.13501,145.38461
3979,-38.44818,145.59128
3980,-38.20445,145.35694
3981,-38.2073,145.575
3984,-38.31265,145.56398
3987,-38.30905,145.68914
3988,-38.31345,145.81186
3989,-31.8251,144.96394
3990,-38.4554,145.50128
3991,-38.48304,145.46678
3992,-38.56914,145.53431
3995,-38.57807,145.63071
3996,-38.62956,145.74561
4000,-27.46845,153.023
4001,-27.60348,152.82314
4002,-27.4693,153.027
4003,-24.87243,152.34846
4004,-24.04527,149.31659
4005,-27.4631,153.04675
4006,-27.36618,153.17524
4007,-27.43609,153.06191
4008,-27.39755,153.1365
4009,-27.40575,153.10525
4010,-27.43324,153.04354
4011,-27.41948,153.05975
4012,-27.39934,153.05355
4013,-27.39706,153.07498
4014,-27.37395,153.08478
4017,-27.31807,153.04734
4018,-27.34907,153.0318
4019,-27.24834,153.0885
4020,-27.21344,153.1023
4021,-27.2201,153.07529
4022,-27.21189,153.04641
4025,-27.15988,153.39565
4029,-27.44934,153.02644
4030,-27.42687,153.02968
4031,-27.40854,153.0307
4032,-27.38561,153.01945
4034,-27.35471,153.04005
4035,-27.35602,152.97908
4036,-27.31402,153.00873
4037,-27.34113,152.93652
4051,-27.42751,153.0003
4053,-27.39957,152.98725
4054,-27.40982,152.95601
4055,-27.39368,152.92424
4059,-27.45207,153.00889
4060,-27.44433,152.98454
4061,-27.45085,152.94426
4064,-27.46468,152.99904
4065,-27.4625,152.97599
4066,-27.47987,152.96415
4067,-27.50052,153.00504
4068,-27.50691,152.97693
4069,-27.50278,152.89891
4070,-27.55994,152.87114
4072,-27.54896,152.33009
4073,-27.54918,152.95138
4074,-27.55408,152.92152
4075,-27.55213,152.97562
4076,-27.58456,152.92107
4077,-27.60555,152.96782
4078,-27.61265,152.95058
4101,-27.48425,153.00966
4102,-27.49546,153.0328
4103,-27.51218,153.02877
4104,-27.51576,153.01154
4105,-27.53444,153.01889
4106,-27.55214,153.00462
4107,-27.55205,153.03064
4108,-24.94761,150.6048
4109,-27.57925,153.05745
4110,-26.62392,152.10509
4111,-27.55064,153.05223
4112,-27.61113,153.08784
4113,-27.59072,153.07793
4114,-27.65281,153.11076
4115,-27.64384,153.0225
4116,-27.63399,153.05079
4117,-27.64469,153.08304
4118,-27.67381,153.02732
4119,-27.6115,153.10977
4120,-27.50871,153.04422
4121,-27.52697,153.05395
4122,-27.54332,153.08816
4123,-27.58353,153.11615
4124,-27.71931,152.9595
4125,-27.73043,153.04108
4127,-27.62947,153.14203
4128,-27.6524,153.17421
4129,-27.68152,153.18682
4130,-27.66924,153.24333
4131,-27.66991,153.13607
4132,-27.68106,153.0844
4133,-27.72384,153.10266
4151,-27.50081,153.05861
4152,-27.50135,153.09681
4153,-27.51003,153.13143
4154,-27.49069,153.15873
4155,-27.5181,153.15645
4156,-27.55886,153.15418
4157,-27.56818,153.2071
4158,-27.48769,153.1998
4159,-27.50229,153.20962
4160,-27.50641,153.24331
4161,-27.53341,153.22686
4163,-27.53522,153.26571
4164,-27.56996,153.26083
4165,-27.62398,153.2638
4169,-27.48418,153.04098
4170,-27.47078,153.07423
4171,-23.28785,150.39952
4172,-27.45877,153.10333
4173,-27.47581,153.12063
4174,-27.45009,153.12942
4178,-27.4212,153.22577
4179,-27.39082,153.23404
4183,-27.54701,153.45174
4184,-27.6765,153.38466
4205,-27.68739,153.15629
4207,-27.73824,153.20173
4208,-27.76703,153.27631
4209,-27.8055,153.39289
4210,-27.93221,153.27948
4211,-28.03545,153.24126
4212,-27.87787,153.35772
4213,-28.1113,153.31792
4214,-27.96701,153.36558
4215,-27.96713,153.39795
4216,-27.83935,153.41941
4217,-28.00878,153.4122
4218,-28.03763,153.41692
4219,-28.11175,153.4342
4220,-28.08495,153.43441
4221,-28.12732,153.45837
4222,-27.55064,153.05223
4223,-28.19076,153.41509
4224,-28.15022,153.48933
4225,-28.16902,153.52053
4226,-28.06794,153.40282
4227,-28.10189,153.41039
4228,-28.18208,153.37739
4229,-28.07789,153.41314
4230,-28.07747,153.38531
4270,-27.86235,153.13557
4271,-27.91838,153.20147
4272,-27.9546,153.18684
4275,-28.103,153.13794
4280,-27.81923,153.02043
4285,-28.04391,152.97113
4287,-28.25914,152.82297
4300,-27.68385,152.88605
4301,-27.62939,152.85809
4303,-27.60459,152.84019
4304,-27.62066,152.80457
4305,-27.62752,152.7537
4306,-27.48983,152.72797
4307,-27.8518,152.5924
4309,-27.98728,152.52337
4310,-28.1214,152.6006
4311,-27.41768,152.43812
4312,-27.25606,152.48264
4313,-27.08952,152.32154
4314,-26.86608,152.13839
4340,-27.80345,152.4727
4341,-27.68768,152.39666
4342,-27.54385,152.37769
4343,-27.65607,152.22462
4344,-27.57359,152.06363
4345,-27.54909,152.33638
4346,-27.56237,152.58823
4347,-27.65506,152.1427
4350,-27.57631,151.85269
4352,-27.62121,151.94711
4353,-27.25698,151.90458
4354,-27.34388,151.88792
4355,-27.18637,152.01761
4356,-27.66307,151.55027
4357,-27.95765,151.10387
4358,-27.72755,151.8812
4359,-27.79142,152.0247
4360,-27.8538,151.90704
4361,-27.96521,151.94828
4362,-28.04555,151.92468
4363,-27.67665,151.7397
4364,-27.71049,151.39618
4365,-28.01715,151.59753
4370,-28.21826,152.02906
4371,-28.19902,152.23424
4372,-28.30307,152.23309
4373,-28.3099,152.37666
4374,-28.4098,151.76521
4375,-28.52056,151.88844
4376,-28.54149,151.93378
4377,-28.56611,151.9793
4378,-28.61395,151.95549
4380,-28.68873,151.82536
4381,-28.75703,151.85504
4382,-28.83243,151.83224
4383,-28.92256,151.95889
4384,-28.72801,151.18321
4385,-28.77552,151.21459
4387,-28.34163,150.96784
4388,-28.5088,150.64626
4390,-28.22891,150.32102
4400,-27.4855,151.8563
4401,-27.46317,151.70291
4402,-26.97898,151.80397
4403,-27.32063,151.59696
4404,-27.33128,151.48067
4405,-27.29461,150.98444
4406,-27.29576,151.16037
4407,-27.56368,150.96198
4408,-26.83571,151.39305
4410,-26.74979,151.10227
4411,-26.90398,150.89467
4412,-26.83584,150.79881
4413,-26.5446,150.60793
4415,-26.62193,150.1933
4416,-26.99575,149.79804
4417,-27.3482,149.07017
4418,-26.29017,150.14332
4419,-26.04577,149.90168
4420,-25.44063,149.58437
4421,-27.32437,150.4443
4422,-27.72492,149.682
4423,-27.3838,149.52538
4424,-26.59839,149.96027
4425,-26.64907,149.77314
4426,-26.53991,149.59043
4427,-26.75002,149.38194
4428,-26.40373,149.20649
4454,-25.54716,148.56527
4455,-26.73282,148.69023
4461,-26.66391,148.29388
4462,-26.46993,148.20838
4465,-26.68616,147.88782
4467,-26.30014,147.47153
4468,-26.25922,146.92743
4470,-26.40546,146.10728
4471,-27.63112,145.89216
4472,-24.78415,145.14118
4474,-25.66699,144.49528
4475,-26.84491,144.97537
4477,-26.22291,148.32457
4478,-24.8894,146.39941
4479,-26.72402,145.3975
4480,-26.2485,143.27416
4481,-25.37758,141.58127
4482,-25.60309,139.32327
4486,-28.61221,147.83012
4487,-27.93119,148.40851
4488,-28.07102,147.23432
4489,-27.25857,145.65574
4490,-28.41805,145.59626
4491,-27.91583,145.08366
4492,-28.02435,142.9669
4493,-28.94171,144.56036
4494,-28.14351,149.60655
4496,-28.36499,149.26797
4497,-28.64548,148.75358
4498,-28.41598,149.8247
4500,-27.30784,152.93944
4501,-27.27763,152.9462
4502,-27.26497,152.96681
4503,-27.24064,152.99319
4504,-27.18662,152.93208
4505,-27.14953,152.98599
4506,-27.1284,152.93629
4507,-26.98778,153.12414
4508,-27.1812,153.01372
4509,-27.22733,153.01557
4510,-26.4565,152.36142
4511,-27.07793,153.0808
4512,-27.02248,152.85831
4513,-27.09964,152.87874
4514,-26.9213,152.73785
4515,-26.86339,152.52903
4516,-27.00554,152.95724
4517,-26.95108,152.98765
4518,-26.90243,152.98603
4519,-26.84939,152.91803
4520,-27.31751,152.81343
4521,-27.16977,152.78617
4550,-26.81208,152.97135
4551,-26.81815,153.09382
4552,-26.73431,152.7669
4553,-26.7718,153.01796
4554,-26.73169,152.96504
4555,-26.6917,152.95452
4556,-26.70038,153.04978
4557,-26.68632,153.11342
4558,-26.65507,153.07537
4559,-26.66324,152.96501
4560,-26.63509,152.91738
4561,-26.53149,152.96481
4562,-26.50586,152.80309
4563,-26.42575,152.90921
4564,-26.61236,153.07924
